bid,bname,taxa,
ENA|CP011110|CP011110.1,Pseudomonas chlororaphis strain PCL1606 complete genome. [24-FEB-2017],Pseudomonas chlororaphis,
ENA|CP009290|CP009290.1,Pseudomonas chlororaphis subsp. aurantiaca strain JD37 complete genome. [13-NOV-2015],Pseudomonas chlororaphis,
ENA|CP007039|CP007039.1,Pseudomonas cichorii JBC1 complete genome. [24-FEB-2017],Pseudomonas cichorii,
ENA|CP009455|CP009455.1,Pseudomonas cremoricolorata strain ND07 complete genome. [24-FEB-2017],Pseudomonas cremoricolorata,
ENA|CP004143|CP004143.1,Pseudomonas denitrificans ATCC 13867 complete genome. [24-FEB-2017],Pseudomonas denitrificans,
ENA|CT573326|CT573326.1,Pseudomonas entomophila str. L48 chromosome,complete sequence. [24-FEB-2017],Pseudomonas entomophila
ENA|CP008896|CP008896.1,Pseudomonas fluorescens strain UK4 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP011117|CP011117.1,Pseudomonas fluorescens strain LBUM223 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP003041|CP003041.1,Pseudomonas fluorescens A506 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP003150|CP003150.1,Pseudomonas fluorescens F113 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP000094|CP000094.2,Pseudomonas fluorescens Pf0-1 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP005975|CP005975.1,Pseudomonas fluorescens PICF7 complete genome. [24-FEB-2017],Pseudomonas fluorescens,
ENA|AM181176|AM181176.4,Pseudomonas fluorescens SBW25 complete genome [24-FEB-2017],Pseudomonas fluorescens,
ENA|CP002727|CP002727.1,Pseudomonas fulva 12-X complete genome. [24-FEB-2017],Pseudomonas fulva,
ENA|HG322950|HG322950.1,Pseudomonas knackmussii B13 complete genome [24-FEB-2017],Pseudomonas knackmussii,
ENA|CP005960|CP005960.1,Pseudomonas mandelii JR-1 complete genome. [24-FEB-2017],Pseudomonas mandelii,
ENA|CP002620|CP002620.1,Pseudomonas mendocina NK-01 complete genome. [24-FEB-2017],Pseudomonas mendocina,
ENA|CP000680|CP000680.1,Pseudomonas mendocina ymp complete genome. [24-FEB-2017],Pseudomonas mendocina,
ENA|CP006978|CP006978.1,Pseudomonas monteilii SB3078 complete genome. [13-NOV-2015],Pseudomonas monteilii,
ENA|CP006979|CP006979.1,Pseudomonas monteilii SB3101 complete genome. [24-FEB-2017],Pseudomonas monteilii,
ENA|CP009365|CP009365.1,Pseudomonas mosselii SJ10 complete genome. [24-FEB-2017],Pseudomonas mosselii,
ENA|CP009747|CP009747.1,Pseudomonas parafulva strain CRS01-1 complete genome. [24-FEB-2017],Pseudomonas parafulva,
ENA|CP010359|CP010359.1,Pseudomonas plecoglossicida strain NyZ12 complete genome. [24-FEB-2017],Pseudomonas plecoglossicida,
ENA|CP004045|CP004045.1,Pseudomonas poae RE*1-1-14 complete genome. [24-FEB-2017],Pseudomonas poae,
ENA|AP014522|AP014522.1,Pseudomonas protegens Cab57 DNA complete genome. [10-OCT-2016],Pseudomonas protegens,
ENA|CP003190|CP003190.1,Pseudomonas protegens CHA0 complete genome. [13-NOV-2015],Pseudomonas protegens,
ENA|CP000076|CP000076.1,Pseudomonas protegens Pf-5 complete genome. [24-FEB-2017],Pseudomonas protegens,
ENA|HG916826|HG916826.1,Pseudomonas pseudoalcaligenes CECT 5344 complete genome [24-FEB-2017],Pseudomonas pseudoalcaligenes,
ENA|CP007620|CP007620.1,Pseudomonas putida strain DLL-E4 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP002290|CP002290.1,Pseudomonas putida BIRD-1 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP003734|CP003734.1,Pseudomonas putida DOT-T1E complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP000712|CP000712.1,Pseudomonas putida F1 complete genome. [01-MAY-2017],Pseudomonas putida,
ENA|CP000926|CP000926.1,Pseudomonas putida GB-1 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP005976|CP005976.1,Pseudomonas putida H8234 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP003738|CP003738.1,Pseudomonas putida HB3267 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|AE015451|AE015451.2,Pseudomonas putida KT2440 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|AP013070|AP013070.1,Pseudomonas putida NBRC 14164 DNA complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP003588|CP003588.1,Pseudomonas putida ND6 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP009974|CP009974.1,Pseudomonas putida S12 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP010979|CP010979.1,Pseudomonas putida S13.1.2 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP002870|CP002870.1,Pseudomonas putida S16 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP000949|CP000949.1,Pseudomonas putida W619 complete genome. [24-FEB-2017],Pseudomonas putida,
ENA|CP009533|CP009533.1,Pseudomonas rhizosphaerae strain DSM 16299 complete genome. [24-FEB-2017],Pseudomonas rhizosphaerae,
ENA|CP000058|CP000058.1,Pseudomonas syringae pv. phaseolicola 1448A complete genome. [24-FEB-2017],Pseudomonas syringae,
ENA|CP007012|CP007012.1,Pseudomonas sp. FGI182 complete genome. [24-FEB-2017],Pseudomonas sp. FGI182,
ENA|AP014627|AP014627.1,Pseudomonas sp. Os17 DNA complete genome. [24-FEB-2017],Pseudomonas sp. Os17,
ENA|AP014628|AP014628.1,Pseudomonas sp. St29 DNA complete genome. [11-NOV-2016],Pseudomonas sp. St29,
ENA|AP014637|AP014637.1,Pseudomonas sp. StFLB209 DNA complete genome. [24-FEB-2017],Pseudomonas sp. StFLB209,
ENA|CP006852|CP006852.1,Pseudomonas sp. TKP complete genome. [24-FEB-2017],Pseudomonas sp. TKP,
ENA|CP003880|CP003880.1,Pseudomonas sp. UW4 complete genome. [24-FEB-2017],Pseudomonas sp. UW4,
ENA|CP003961|CP003961.1,Pseudomonas sp. VLB120 complete genome. [24-FEB-2017],Pseudomonas sp. VLB120,
ENA|CP007441|CP007441.1,Pseudomonas stutzeri strain 28a24 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP007509|CP007509.1,Pseudomonas stutzeri strain 19SMN4 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP000304|CP000304.1,Pseudomonas stutzeri A1501 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP002881|CP002881.1,Pseudomonas stutzeri strain CGMCC 1.1803 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP003677|CP003677.1,Pseudomonas stutzeri CCUG 29243 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP002622|CP002622.1,Pseudomonas stutzeri DSM 4166 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP003725|CP003725.1,Pseudomonas stutzeri DSM 10701 complete genome. [27-MAY-2016],Pseudomonas stutzeri,
ENA|CP003071|CP003071.1,Pseudomonas stutzeri RCH2 complete genome. [24-FEB-2017],Pseudomonas stutzeri,
ENA|CP000075|CP000075.1,Pseudomonas syringae pv. syringae B728a complete genome. [24-FEB-2017],Pseudomonas syringae,
ENA|AE016853|AE016853.1,Pseudomonas syringae pv. tomato str. DC3000 complete genome. [24-FEB-2017],Pseudomonas syringae,
ENA|CP002593|CP002593.1,Pseudonocardia dioxanivorans CB1190 complete genome. [24-FEB-2017],Pseudonocardia dioxanivorans,
ENA|AP014507|AP014507.1,Pseudothermotoga elfii DSM 9442 = NBRC 107921 DNA complete genome. [07-OCT-2016],Pseudothermotoga elfii,
ENA|AP014508|AP014508.1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472 DNA complete genome. [07-OCT-2016],Pseudothermotoga hypogea,
ENA|CP003147|CP003147.1,Pseudovibrio sp. FO-BEG1 complete genome. [24-FEB-2017],Pseudovibrio sp. FO-BEG1,
ENA|CP003093|CP003093.2,Pseudoxanthomonas spadix BD-a59 complete genome. [24-FEB-2017],Pseudoxanthomonas spadix,
ENA|CP011144|CP011144.1,Pseudoxanthomonas suwonensis strain J1 complete genome. [24-FEB-2017],Pseudoxanthomonas suwonensis,
ENA|CP002446|CP002446.1,Pseudoxanthomonas suwonensis 11-1 complete genome. [24-FEB-2017],Pseudoxanthomonas suwonensis,
ENA|CP000082|CP000082.1,Psychrobacter arcticus 273-4 complete genome. [24-FEB-2017],Psychrobacter arcticus,
ENA|CP000323|CP000323.1,Psychrobacter cryohalolentis K5 complete genome. [24-FEB-2017],Psychrobacter cryohalolentis,
ENA|CP006265|CP006265.1,Psychrobacter sp. G complete genome. [24-FEB-2017],Psychrobacter sp. G,
ENA|CP000713|CP000713.1,Psychrobacter sp. PRwf-1 complete genome. [24-FEB-2017],Psychrobacter sp. PRwf-1,
ENA|CP003879|CP003879.1,Psychroflexus torquis ATCC 700755 complete genome. [24-FEB-2017],Psychroflexus torquis,
ENA|CP000510|CP000510.1,Psychromonas ingrahamii 37 complete genome. [24-FEB-2017],Psychromonas ingrahamii,
ENA|CP004404|CP004404.1,Psychromonas sp. CNPT3 complete genome. [24-FEB-2017],Psychromonas sp. CNPT3,
ENA|CP002663|CP002663.1,Pusillimonas sp. T7-7 complete genome. [24-FEB-2017],Pusillimonas sp. T7-7,
ENA|CP003244|CP003244.1,Rahnella aquatilis CIP 78.65 = ATCC 33071 complete genome. [24-FEB-2017],Rahnella aquatilis,
ENA|CP003403|CP003403.1,Rahnella aquatilis HX2 complete genome. [24-MAR-2017],Rahnella aquatilis,
ENA|CP002505|CP002505.1,Rahnella sp. Y9602 complete genome. [24-FEB-2017],Rahnella sp. Y9602,
ENA|CP001644|CP001644.1,Ralstonia pickettii 12D chromosome 1 complete sequence. [24-FEB-2017],Ralstonia pickettii,
ENA|CP001645|CP001645.1,Ralstonia pickettii 12D chromosome 2 complete sequence. [24-FEB-2017],Ralstonia pickettii,
ENA|CP001068|CP001068.1,Ralstonia pickettii 12J chromosome 1 complete sequence. [24-FEB-2017],Ralstonia pickettii,
ENA|CP001069|CP001069.1,Ralstonia pickettii 12J chromosome 2 complete sequence. [24-FEB-2017],Ralstonia pickettii,
ENA|FP885897|FP885897.1,Ralstonia solanacearum CFBP2957 chromosome complete genome [24-FEB-2017],Ralstonia solanacearum,
ENA|FP885895|FP885895.1,Ralstonia solanacearum CMR15 chromosome complete genome [24-FEB-2017],Ralstonia solanacearum,
ENA|CP004012|CP004012.1,Ralstonia solanacearum FQY_4 complete genome. [24-FEB-2017],Ralstonia solanacearum,
ENA|AL646052|AL646052.1,Ralstonia solanacearum GMI1000 chromosome complete sequence [24-FEB-2017],Ralstonia solanacearum,
ENA|CP002819|CP002819.1,Ralstonia solanacearum Po82 complete genome. [24-FEB-2017],Ralstonia solanacearum,
ENA|FP885891|FP885891.2,Ralstonia solanacearum PSI07 megaplasmid mpPSI07 complete sequence [24-FEB-2017],Ralstonia solanacearum,
ENA|CP000245|CP000245.1,Ramlibacter tataouinensis TTB310 complete genome. [24-FEB-2017],Ramlibacter tataouinensis,
ENA|CP010557|CP010557.1,Raoultella ornithinolytica strain S12 complete genome. [24-FEB-2017],Raoultella ornithinolytica,
ENA|CP004142|CP004142.1,Raoultella ornithinolytica B6 complete genome. [11-NOV-2016],Raoultella ornithinolytica,
ENA|CP010848|CP010848.1,Rathayibacter toxicus strain 70137 complete genome. [11-NOV-2016],Rathayibacter toxicus,
ENA|CP000910|CP000910.1,Renibacterium salmoninarum ATCC 33209 complete genome. [24-MAR-2017],Renibacterium salmoninarum,
ENA|CP006986|CP006986.1,Rhizobium etli bv. mimosae str. IE4771 complete genome. [24-FEB-2017],Rhizobium etli,
ENA|CP005950|CP005950.1,Rhizobium etli bv. mimosae str. Mim1 complete genome. [24-FEB-2017],Rhizobium etli,
ENA|CP007641|CP007641.1,Rhizobium etli bv. phaseoli str. IE4803 complete genome. [24-FEB-2017],Rhizobium etli,
ENA|CP000133|CP000133.1,Rhizobium etli CFN 42 complete genome. [24-FEB-2017],Rhizobium etli,
ENA|CP001074|CP001074.1,Rhizobium etli CIAT 652 complete genome. [24-FEB-2017],Rhizobium etli,
ENA|CP006877|CP006877.1,Rhizobium gallicum bv. gallicum R602 complete genome. [24-FEB-2017],Rhizobium gallicum,
ENA|CP007067|CP007067.1,Rhizobium leguminosarum bv. trifolii CB782 complete genome. [13-NOV-2015],Rhizobium leguminosarum,
ENA|CP001622|CP001622.1,Rhizobium leguminosarum bv. trifolii WSM1325 complete genome. [24-FEB-2017],Rhizobium leguminosarum,
ENA|CP007045|CP007045.1,Rhizobium leguminosarum bv. trifolii WSM1689 complete genome. [24-FEB-2017],Rhizobium leguminosarum,
ENA|CP001191|CP001191.1,Rhizobium leguminosarum bv. trifolii WSM2304 complete genome. [24-FEB-2017],Rhizobium leguminosarum,
ENA|AM236080|AM236080.1,Rhizobium leguminosarum bv. viciae chromosome complete genome strain 3841 [24-FEB-2017],Rhizobium leguminosarum,
ENA|FO082820|FO082820.1,Rhizobium sp. NT-26 chromosome complete genome. [24-FEB-2017],Rhizobium sp.,
ENA|HG518322|HG518322.1,Rhizobium sp. IRBG74 circular chromosome complete genome [24-FEB-2017],Rhizobium sp.,
ENA|HG518323|HG518323.1,Rhizobium sp. IRBG74 linear chromosome complete genome [24-FEB-2017],Rhizobium sp.,
ENA|HG916852|HG916852.1,Rhizobium sp. LPU83 main chrosome complete genome [24-FEB-2017],Rhizobium sp.,
ENA|CP004015|CP004015.1,Rhizobium tropici CIAT 899 complete genome. [24-FEB-2017],Rhizobium tropici,
ENA|CP003470|CP003470.1,Rhodanobacter denitrificans strain 2APBS1 complete genome. [24-FEB-2017],Rhodanobacter denitrificans,
ENA|CP001312|CP001312.1,Rhodobacter capsulatus SB 1003 complete genome. [24-FEB-2017],Rhodobacter capsulatus,
ENA|CP000143|CP000143.2,Rhodobacter sphaeroides 2.4.1 chromosome 1 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP000144|CP000144.2,Rhodobacter sphaeroides 2.4.1 chromosome 2 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP000661|CP000661.1,Rhodobacter sphaeroides ATCC 17025 complete genome. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP000577|CP000577.1,Rhodobacter sphaeroides ATCC 17029 chromosome 1 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP000578|CP000578.1,Rhodobacter sphaeroides ATCC 17029 chromosome 2 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP001150|CP001150.1,Rhodobacter sphaeroides KD131 chromosome 1 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP001151|CP001151.1,Rhodobacter sphaeroides KD131 chromosome 2 complete sequence. [24-FEB-2017],Rhodobacter sphaeroides,
ENA|CP011341|CP011341.1,Rhodococcus aetherivorans strain IcdP1 complete genome. [11-NOV-2016],Rhodococcus aetherivorans,
ENA|FN563149|FN563149.1,Rhodococcus equi 103S chromosome [24-FEB-2017],Rhodococcus equi,
ENA|CP011295|CP011295.1,Rhodococcus erythropolis strain BG43 complete genome. [24-FEB-2017],Rhodococcus erythropolis,
ENA|CP003761|CP003761.1,Rhodococcus erythropolis CCM2595 complete genome. [24-FEB-2017],Rhodococcus erythropolis,
ENA|AP008957|AP008957.1,Rhodococcus erythropolis PR4 DNA complete genome. [24-FEB-2017],Rhodococcus erythropolis,
ENA|CP000431|CP000431.1,Rhodococcus jostii RHA1 complete genome. [24-FEB-2017],Rhodococcus jostii,
ENA|AP011115|AP011115.1,Rhodococcus opacus B4 DNA complete genome. [24-FEB-2017],Rhodococcus opacus,
ENA|CP003949|CP003949.1,Rhodococcus opacus PD630 complete genome. [24-FEB-2017],Rhodococcus opacus,
ENA|CP006996|CP006996.1,Rhodococcus pyridinivorans SB3094 complete genome. [24-FEB-2017],Rhodococcus pyridinivorans,
ENA|CP000267|CP000267.1,Rhodoferax ferrireducens T118 complete genome. [24-FEB-2017],Rhodoferax ferrireducens,
ENA|CP007490|CP007490.1,Candidatus Rhodoluna lacicola strain MWH-Ta8 complete genome. [24-FEB-2017],Rhodoluna lacicola,
ENA|CP002292|CP002292.1,Rhodomicrobium vannielii ATCC 17100 complete genome. [24-FEB-2017],Rhodomicrobium vannielii,
ENA|CP000463|CP000463.1,Rhodopseudomonas palustris BisA53 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP000283|CP000283.1,Rhodopseudomonas palustris BisB5 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP000301|CP000301.1,Rhodopseudomonas palustris BisB18 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP002418|CP002418.1,Rhodopseudomonas palustris DX-1 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP000250|CP000250.1,Rhodopseudomonas palustris HaA2 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP001096|CP001096.1,Rhodopseudomonas palustris TIE-1 complete genome. [24-FEB-2017],Rhodopseudomonas palustris,
ENA|CP000613|CP000613.2,Rhodospirillum centenum SW complete genome. [24-FEB-2017],Rhodospirillum centenum,
ENA|CP000230|CP000230.1,Rhodospirillum rubrum ATCC 11170 complete genome. [24-FEB-2017],Rhodospirillum rubrum,
ENA|CP003046|CP003046.1,Rhodospirillum rubrum F11 complete genome. [09-SEP-2016],Rhodospirillum rubrum,
ENA|CP001807|CP001807.1,Rhodothermus marinus DSM 4252 complete genome. [24-FEB-2017],Rhodothermus marinus,
ENA|CP003029|CP003029.1,Rhodothermus marinus SG0.5JP17-172 complete genome. [24-FEB-2017],Rhodothermus marinus,
ENA|AP014800|AP014800.1,Rhodovulum sulfidophilum DNA complete genome strain: DSM 2351. [24-FEB-2017],Rhodovulum sulfidophilum,
ENA|CP001612|CP001612.1,Rickettsia africae ESF-5 complete genome. [24-FEB-2017],Rickettsia africae,
ENA|CP000847|CP000847.1,Rickettsia akari str. Hartford complete genome. [24-FEB-2017],Rickettsia akari,
ENA|CP003338|CP003338.1,Rickettsia australis str. Cutlack complete genome. [24-FEB-2017],Rickettsia australis,
ENA|CP000849|CP000849.1,Rickettsia bellii OSU 85-389 complete genome. [24-FEB-2017],Rickettsia bellii,
ENA|CP000087|CP000087.1,Rickettsia bellii RML369-C complete genome. [24-FEB-2017],Rickettsia bellii,
ENA|CP003304|CP003304.1,Rickettsia canadensis str. CA410 complete genome. [27-MAY-2016],Rickettsia canadensis,
ENA|CP000409|CP000409.1,Rickettsia canadensis str. McKiel complete genome. [24-FEB-2017],Rickettsia canadensis,
ENA|AE006914|AE006914.1,Rickettsia conorii str. Malish 7 complete genome. [24-FEB-2017],Rickettsia conorii,
ENA|CM000770|CM000770.1,Rickettsia endosymbiont of Ixodes scapularis chromosome whole genome shotgun sequence. [04-OCT-2009],Rickettsia endosymbiont of Ixodes scapularis,
ENA|CP000053|CP000053.1,Rickettsia felis URRWXCal2 complete genome. [24-FEB-2017],Rickettsia felis,
ENA|CP002912|CP002912.1,Rickettsia heilongjiangensis 054 complete genome. [24-FEB-2017],Rickettsia heilongjiangensis,
ENA|AP011533|AP011533.1,Rickettsia japonica YH DNA complete genome. [24-FEB-2017],Rickettsia japonica,
ENA|CP000683|CP000683.1,Rickettsia massiliae MTU5 complete genome. [24-FEB-2017],Rickettsia massiliae,
ENA|CP003319|CP003319.1,Rickettsia massiliae str. AZT80 complete genome. [24-FEB-2017],Rickettsia massiliae,
ENA|LN794217|LN794217.1,Rickettsia monacensis strain IrR/Munich complete genome [24-FEB-2017],Rickettsia monacensis,
ENA|CP003340|CP003340.1,Rickettsia montanensis str. OSU 85-930 complete genome. [24-FEB-2017],Rickettsia montanensis,
ENA|CP003341|CP003341.1,Rickettsia parkeri str. Portsmouth complete genome. [24-FEB-2017],Rickettsia parkeri,
ENA|CP001227|CP001227.1,Rickettsia peacockii str. Rustic complete genome. [24-FEB-2017],Rickettsia peacockii,
ENA|CP003308|CP003308.1,Rickettsia philipii str. 364D complete genome. [24-FEB-2017],Rickettsia philipii,
ENA|CP004889|CP004889.1,Rickettsia prowazekii str. Breinl complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP003393|CP003393.1,Rickettsia prowazekii str. BuV67-CWPP complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP003391|CP003391.1,Rickettsia prowazekii str. Chernikova complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP003394|CP003394.1,Rickettsia prowazekii str. Dachau genome. [08-MAY-2017],Rickettsia prowazekii,
ENA|CP003395|CP003395.1,Rickettsia prowazekii str. GvV257 complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP003392|CP003392.1,Rickettsia prowazekii str. Katsinyian complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP004888|CP004888.1,Rickettsia prowazekii str. NMRC Madrid E complete genome. [09-SEP-2016],Rickettsia prowazekii,
ENA|CP001584|CP001584.1,Rickettsia prowazekii Rp22 complete genome. [24-FEB-2017],Rickettsia prowazekii,
ENA|CP003396|CP003396.1,Rickettsia prowazekii str. RpGvF24 complete genome. [13-NOV-2015],Rickettsia prowazekii,
ENA|CP003342|CP003342.1,Rickettsia rhipicephali str. 3-7-female6-CWPP complete genome. [27-MAY-2016],Rickettsia rhipicephali,
ENA|CP000848|CP000848.1,Rickettsia rickettsii str. 'Sheila Smith' complete genome. [24-FEB-2017],Rickettsia rickettsii,
ENA|CP003307|CP003307.1,Rickettsia rickettsii str. Arizona complete genome. [22-JUL-2016],Rickettsia rickettsii,
ENA|CP003305|CP003305.1,Rickettsia rickettsii str. Brazil complete genome. [27-MAY-2016],Rickettsia rickettsii,
ENA|CP003306|CP003306.1,Rickettsia rickettsii str. Colombia complete genome. [27-MAY-2016],Rickettsia rickettsii,
ENA|CP003318|CP003318.1,Rickettsia rickettsii str. Hauke complete genome. [09-SEP-2016],Rickettsia rickettsii,
ENA|CP003309|CP003309.1,Rickettsia rickettsii str. Hino complete genome. [27-MAY-2016],Rickettsia rickettsii,
ENA|CP003311|CP003311.1,Rickettsia rickettsii str. Hlp#2 complete genome. [27-MAY-2016],Rickettsia rickettsii,
